title,company,rating,locations,min_exp,max_exp,min_ctc,max_ctc,skills,job_profile,job_profile_id,avg_ctc,avg_exp
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,7,800000.0,880000.0,"SAP, Software Engineering, Coding, SAP PP, Software Development, Production Planning, Agile, Process, Continuous Improvement, Control, Framework, Workflow, Customization, Software Solutions",Software Engineer,3,840000.0,4.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"Software Engineering, Coding, Communication Skills, Analytical, Agile, Data Structures, Data Warehousing, Data Modeling, Troubleshooting, Framework, Database Design, Configuration, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Engineering, Salesforce, Architecture, Coding, Design, Javascript, Agile, Deployment, Technical Skills, Framework, Salesforce Lightning, Technical Architecture, Software Solutions, Components, Technical Design",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Coding, Automation, PeopleSoft, Agile, Troubleshooting, Deployment, Scripting, Configuration, Patching, Software Solutions, System Configuration, Software Quality",Software Engineer,3,840000.0,7.5
Data Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,810000.0,890000.0,"Data Analytics, Data Engineering, Python, SQL, Design, Analytics, ETL, Spark, Microsoft Azure, Pyspark, Hadoop, Azure Databricks, Hive, Data Integration, Data Quality",Data Engineer,2153,850000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, Oracle, Coding, Backend, Javascript, HTML, CSS, DBMS, Oracle ADF, Agile, Continuous Improvement, Web Technologies, Technical Skills, Framework, Workflow, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Coding, SAP BusinessObjects, Software Development, Agile, Transformation, Integration, Technical Skills, Framework, Data Integration, Data Services, Workflow, Software Solutions",Software Engineer,3,840000.0,7.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,1019999.0,1130000.0,"SQL, Mainframes, Linux, Automation, Production Support, DBMS, Application Development, UNIX, Cobol, Troubleshooting, Technical Skills, JCL, Workflow, Business Process, Software Solutions",Application Developer,99,1074999.5,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,7,12,800000.0,880000.0,"Software Engineering, Coding, SAP ABAP, Software Development, SAP HANA, Agile, Framework, Agile Methodology, Performance Tuning, Software Solutions, Software Quality, SAP ABAP Development",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"SAP, Software Engineering, Java, Coding, Javascript, HTML, Order Management, CSS, Agile, Subscription, Technical Skills, Framework, Workflow, Interfaces, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Big Data, Spark, Pyspark, Data Processing, Spring, Hive, Continuous Improvement, Technical Skills, Debugging, Storage, Hibernate",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,7,800000.0,880000.0,"Software Engineering, Coding, Programming, Languages, Agile, ENOVIA, Troubleshooting, 3Dexperience, Framework, Scripting, Configuration, Customization, Software Solutions",Software Engineer,3,840000.0,4.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Testing, Software Engineering, Coding, Warehouse Management, Software Development, Agile, Continuous Integration, Troubleshooting, Debugging, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Engineering, Coding, SAP SD, Software Development, Distribution, Agile, Continuous Improvement, Technical Skills, Framework, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Testing, Software Engineering, Coding, Cloud, Automation, Microsoft Azure, Agile, Transformation, Deployment, Orchestration, Cloud Infrastructure, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,7,12,800000.0,880000.0,"Software Engineering, Data Engineering, Python, AWS, Administration, Architecture, Coding, Programming, Pyspark, Agile, Framework, Data Integration, AWS Lambda, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,7,800000.0,880000.0,"SAP, Software Engineering, Coding, Billing, Communication Skills, Agile, Continuous Improvement, Technical Skills, Framework, Workflow, Agile Methodology, Configuration, Customization, Software Solutions",Software Engineer,3,840000.0,4.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,1019999.0,1130000.0,"Digital Marketing, SQL, Javascript, HTML, SQL Server, ASP.NET, CSS, Full Stack, Datastage, DBMS, Application Development, Server, Technical Skills, Framework, Debugging, IBM Datastage, Code Review, Business Process, Front",Application Developer,99,1074999.5,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Python, Coding, SAP BusinessObjects, Programming, Software Development, Application Development, Agile, Data Structures, Continuous Improvement, Debugging, Product Quality, Design Patterns, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,7,12,800000.0,880000.0,"Software Engineering, Salesforce, Architecture, Java, Coding, Environment, Javascript, HTML, Agile, Spring, Technical Skills, Framework, Technical Architecture, Software Solutions, Application Design, Technical Design",Software Engineer,3,840000.0,9.5
Application Developer,Accenture Solutions Pvt Ltd,3.7,Chennai,5,10,1019999.0,1130000.0,"Software Testing, Automation, Application Development, Troubleshooting, Job Scheduling, Scripting, System Integration, Workflow, Business Process, Software Solutions",Application Developer,99,1074999.5,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Software Engineering, Coding, Technical, Software Development, Agile, Middleware, SAP Success Factor, Integration, Data Mapping, Web Services, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Coding, Pega, Software Development, API, Agile, Continuous Improvement, Technical Skills, Framework, Workflow, Performance, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, Programming, Agile, Spring, Troubleshooting, Technical Skills, Framework, Workflow, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Digital Marketing, SAP, SQL, Application, Cloud, Jenkins, SAP HANA, Development, SAP Native HANA, Communication Skills, Agile, Data Structures, Data Modeling, SAP ERP, Native, Scrum, Job Scheduling, Views, Bitbucket, Calculation",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,7,800000.0,880000.0,"Software Engineering, Oracle, Coding, Application, Development, Agile, Troubleshooting, Continuous Improvement, Framework, Debugging, Workflow, Agile Methodology, Configuration, Software Solutions",Software Engineer,3,840000.0,4.5
Python Developer (Github Copilot & DevOps),CGI Information Systems and Management Consultants,4.0,Hyderabad,6,10,940000.0,1410000.0,"Digital Marketing, DevOps, Python, AWS, SQL, Java, Javascript, Linux, HTML, Github, SQL Server, Django, Jenkins, MySQL, CSS, C, C#, Docker, Spring, Bootstrap, Python Development, jQuery, Web Services",Python Developer,1316,1175000.0,8.0
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Driving, Software Testing, Software Engineering, Architecture, Coding, Events, Programming, Agile, Web Technologies, Debugging, Salesforce Lightning, Software Solutions, Components, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Management, Coding, Software Development, Communication Skills, Agile, Software Project, Technical Skills, Scaled Agile Framework, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,800000.0,880000.0,"Finance, Software Engineering, Architecture, Coding, ERP, Global Mobility, Agile, Cash, Microsoft Dynamics, Process, Order Fulfillment, Functional, Template, Scaled Agile Framework, Configuration, Software Solutions, Project Operations, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Maintenance, Webmethods, Software Development, Communication Skills, Agile, Continuous Integration, Middleware, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Coding, Workday, Communication Skills, Agile, Troubleshooting, Technical Skills, Framework, Debugging, Agile Methodology, Performance Tuning, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,7,12,800000.0,880000.0,"Software Engineering, Coding, Automation, Risk Management, ERP, Global Mobility, Problem Solving, Analytical, Agile, Troubleshooting, Treasury Management, Configuration, Software Solutions, Payment Systems",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"SAP, Software Engineering, Engineering, Java, Coding, Javascript, HTML, MySQL, CSS, Agile, SuccessFactors, Employee Central, SAP Success Factor, Integration, Technical Skills, Framework, jQuery, Customization, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Data Engineering, Python, AWS, SQL, Administration, Architecture, Coding, Programming, Pyspark, Agile, Data Integration, Apache, Amazon Redshift, AWS Lambda, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"SAP, Software Engineering, Coding, Environment, Software Development, SAP Basis Administration, Agile, Troubleshooting, Continuous Improvement, Framework, Performance, Performance Tuning, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,5,10,800000.0,880000.0,"Software Engineering, Architecture, Java, Coding, Javascript, Microsoft Power BI, Agile, Data Migration, Microsoft Dynamics, Technical Skills, Framework, Workflow, Agile Methodology, Technical Architecture, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Engineering, .NET, Java, Coding, SAP ABAP, Javascript, HTML, Cloud, CSS, C#, Application Development, Agile, Spring, Continuous Improvement, Technical Skills, Framework, Debugging, jQuery, Hibernate, Performance Tuning, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Finance, Software Engineering, Java, Coding, Javascript, HTML, CSS, Agile, Continuous Improvement, Technical Skills, Framework, Workflow, Agile Methodology, Configuration, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Delivery, Automation Testing, Design, Environment, Javascript, Jenkins, Programming, Selenium, CD, Communication Skills, Analytical, Agile, Continuous Integration, TypeScript, CI CD Pipeline",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Pune,5,10,800000.0,880000.0,"Software Engineering, Engineering, Java, Coding, Javascript, HTML, CSS, Software Development, Agile, ECM, Troubleshooting, Technical Skills, Framework, Tools, Configuration, Software Solutions, Application Design",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,4,9,800000.0,880000.0,"Digital Marketing, AWS, SQL, Administration, Management, Linux, Human Resource Management, Microsoft Azure, Communication Skills, Ansible, ENOVIA, Shell Scripting, Installation, Deployment, 3Dexperience, Ant, Performance Tuning, LDAP, MQL, SAML",Software Engineer,3,840000.0,6.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Salesforce, Coding, Retail, Cloud, FMCG Sales, Development, Communication Skills, Agile, Deployment, Execution, Salesforce Lightning, Software Solutions, Application Design",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, HTML, CSS, Agile, Continuous Integration, Technical Skills, Framework, jQuery, Agile Methodology, Testng, Software Solutions, Software Quality",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Testing, Software Engineering, Coding, Warehouse Management, SAP EWM, Software Development, Enterprise, Agile, System, Process, Resource Planning, Agile Methodology, Software Solutions, Software Quality",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Kolkata,7,12,800000.0,880000.0,"Software Engineering, SQL, Coding, SQL Server, Software Development, SSIS, Agile, Planning, Troubleshooting, Technical Skills, Framework, Budgeting, Forecasting, Agile Methodology, SSAS, Software Solutions",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,5,10,800000.0,880000.0,"SAP, Software Engineering, Coding, SAP PP, Production Planning, Agile, Troubleshooting, Process, Control, Framework, Workflow, Agile Methodology, Customization, Software Solutions, Software Quality",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Engineering, SQL, Java, Coding, Javascript, HTML, MySQL, CSS, Software Development, Agile, ENOVIA, Technical Skills, 3Dexperience, Framework, jQuery, J2EE, Rest, Workflow, Customization, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,5,10,800000.0,880000.0,"Software Engineering, Management, Coding, Javascript, HTML, PHP, Programming, CMS, CSS, Software Development, Drupal, Agile, Technical Skills, Framework, Web Services, Workflow, Web Application, Product Quality, Customization, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,800000.0,880000.0,"Software Engineering, Java, Coding, Javascript, SAP BusinessObjects, Programming, API, C#, Agile, Technical Skills, Framework, Debugging, Software Design, Agile Methodology, Performance Tuning, Design Patterns, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,2,7,800000.0,880000.0,"Software Engineering, Coding, Servicenow, Automation, Software Development, Agile, Continuous Improvement, Framework, Scripting, Workflow, Software Solutions",Software Engineer,3,840000.0,4.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Coimbatore,3,8,800000.0,880000.0,"Digital Marketing, Software Engineering, Python, SQL, Java, Java Fullstack, Javascript, HTML, MySQL, CSS, Full Stack, Postgresql, Spring, Web Technologies, Technical Skills, Framework, Hibernate, Fullstack Development, Code Review, Configuration",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,8,13,800000.0,880000.0,"Python, Azure Data Factory, CD, Microsoft Azure, Azure Databricks, Continuous Integration, Powershell, Bash, Microsoft Azure DevOps, Agile Methodology, Yaml, Azure Infrastructure, Blob",Software Engineer,3,840000.0,10.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Mumbai,5,10,800000.0,880000.0,"SAP, Software Engineering, SQL, Java, Coding, Backend, Javascript, HTML, CSS, API, Sapui5, Development, Agile, Continuous Integration, Spring, Deployment, Technical Skills, Framework, Rest, Workflow, Interfaces, Front, Software Solutions",Software Engineer,3,840000.0,7.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Chennai,3,8,800000.0,880000.0,"Software Engineering, Coding, Software Development, Communication Skills, Agile, Cobol, Deployment, Technical Skills, Framework, Debugging, Software Design, Performance Tuning, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"SAP CO, SAP, Software Engineering, Coding, Environment, Enterprise, Agile, Management Accounting, Troubleshooting, Cost Control, Framework, Resource Planning, Workflow, Software Solutions, Software Quality",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Hyderabad,3,8,800000.0,880000.0,"Adobe, Software Engineering, .NET, Java, Coding, Javascript, HTML, CSS, Software Development, C#, Agile, Spring, Bootstrap, Technical Skills, Framework, jQuery, Hibernate, J2EE, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,5.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,10,15,800000.0,880000.0,"SAP, Software Testing, Modeling, Backend, Automation, SAP Testing, API Testing, Quality Engineering, JIRA, Communication Skills, Analytical, Risk, S, Test Data Management, ECC, Tricentis Tosca, Tosca Testsuite",Software Engineer,3,840000.0,12.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Engineering, .NET, SQL, Business Analytics, Cloud, ASP.NET, API, C#, Microsoft Azure, Development, Azure Cloud, Middleware, Integration, MVC, Azure Integration Services, Azure PaaS, Azure Logic Apps, Rest",Software Engineer,3,840000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"Software Engineering, Java, Coding, SAP BusinessObjects, Programming, Spring Boot, Software Development, Boot, Agile, Spring, Microservices, Rest, Agile Methodology, Software Solutions",Software Engineer,3,840000.0,9.5
Full Stack Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,700000.0,810000.0,".NET, Java, Backend, Angular, Javascript, HTML, MySQL, CSS, MongoDB, API, Full Stack, Angularjs, Continuous Integration, TypeScript, jQuery, Rest, Front",Full Stack Engineer,50299,755000.0,9.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,2,7,800000.0,880000.0,"Software Engineering, Coding, Automation, Software Development, Agile, ENOVIA, Process, 3Dexperience, Framework, Scripting, Configuration, Customization, Software Solutions",Software Engineer,3,840000.0,4.5
Custom Software Engineer,Accenture Solutions Pvt Ltd,3.7,Bengaluru,7,12,800000.0,880000.0,"SAP, Software Testing, Software Engineering, Coding, SAP SD, Billing, Distribution, Agile, Pricing, Framework, Sales Order Processing, Configuration, Software Solutions, Software Quality, Delivery Operations",Software Engineer,3,840000.0,9.5
Java Developer (Pan India).,Infosys,3.5,"Pune, Bengaluru, Mumbai",5,10,610000.0,670000.0,"Java Spring Boot, Spring Boot, Java Development, Microservices, Hibernate",Application Developer,107,640000.0,7.5
Java Full Stack Developer- Infosys,Infosys,3.5,Hyderabad,3,8,620000.0,710000.0,"Java Fullstack, Full Stack",Full Stack Engineer,71657313,665000.0,5.5
Java Developer-Ab-Pan India,Infosys,3.5,"Pune, Chennai, Bengaluru",3,8,610000.0,670000.0,"Java, Spring Boot, Microservices, Hibernate, J2EE",Application Developer,107,640000.0,5.5
Python Developer (@Infosys),Infosys,3.5,"Kolkata, Hyderabad, Bengaluru",5,10,1019999.0,1170000.0,"Python, Angular, Django, Full Stack, Angularjs, Flask",Python Developer,1316,1094999.5,7.5
"Java Developer-AB-Bengaluru, Pune, Kolkata",Infosys,3.5,"Kolkata, Pune, Bengaluru",3,8,610000.0,670000.0,"Java, Spring Boot, Spring, Microservices, Hibernate, J2EE, Struts",Application Developer,107,640000.0,5.5
Python Gen AI - Bangalore,Infosys,3.5,"Bangalore Rural, Bengaluru",3,8,500000.0,1500000.0,"Python Development, Django Framework",Python Developer,1316,1000000.0,5.5
Java Developer (pan India),Infosys,3.5,"Pune, Chennai, Bengaluru",3,8,610000.0,670000.0,"Java, Spring Boot, Microservices, Hibernate, Spring MVC, J2EE",Application Developer,107,640000.0,5.5
Java Developer_ P,Infosys,3.5,"Hyderabad, Bengaluru, Delhi/Ncr",6,11,1100000.0,2100000.0,"Java, Spring Boot, Spring, Microservices, Hibernate, Spring MVC",Application Developer,107,1600000.0,8.5
Java Full Stack Developer,Infosys,3.5,Hyderabad,5,10,620000.0,710000.0,"AWS, Java, Angular, Spring Boot, Microservices",Full Stack Engineer,71657313,665000.0,7.5
JAVA Developer @ Infosys,Infosys,3.5,"Hyderabad, Pune, Bengaluru",3,8,610000.0,670000.0,"Spring Boot, Java Development, Hibernate, J2EE",Application Developer,107,640000.0,5.5
Java Developer -(3-8 yrs) - PAN INDIA,Infosys,3.5,"Hyderabad, Chennai, Bengaluru",3,8,610000.0,670000.0,"Java, Spring Boot, Microservices, Hibernate",Application Developer,107,640000.0,5.5
Java Developer -(3-8 yrs) -RA@ Infosys,Infosys,3.5,"Hyderabad, Pune, Bengaluru",3,8,610000.0,670000.0,"Java, Spring Boot, Microservices, Hibernate",Application Developer,107,640000.0,5.5
Full  Stack Data Engineer,Innodata India,3.8,Noida,5,8,1500000.0,2250000.0,"Python, AWS, Angular, Javascript, Docker, SQL Database, Backend Development, ELT",Data Engineer,2153,1875000.0,6.5
Gen AI Engineer,EY,3.4,Kolkata,4,9,720000.0,1060000.0,"AWS, GCP",Ai Ml Engineer,129788,890000.0,6.5
"Software Engineer (.NET, Angular, SQL)",Nielseniq India,3.4,"Pune, Chennai, Mumbai",4,6,1210000.0,1340000.0,".NET, SQL, Angular",Software Engineer,3,1275000.0,5.0
OIC Developer,LTM,3.6,"Hyderabad, Bengaluru, Mumbai",5,10,490000.0,540000.0,"Oic, Oracle Integration Cloud, Vbcs",Software Engineer,3,515000.0,7.5
Sr. AI/ML Developer,Tata Consultancy Services,3.3,"Hyderabad, Chennai, Bengaluru",5,10,1090000.0,1500000.0,"Data Science, Python, Cloud Services, Kubernetes, Javascript, Brokerage, Docker, Tensorflow, Pytorch",Ai Ml Engineer,71688539,1295000.0,7.5
Ai Ml Engineer,Tata Consultancy Services,3.3,"Gandhinagar, Ahmedabad, Chennai",4,8,819999.0,910000.0,"Machine Learning, IAM, Aiml, Deep Learning, Tensorflow, Pytorch, Storage",Ai Ml Engineer,71603921,864999.5,6.0
Senior Software Engineer AgentOps,pearson,3.8,Bengaluru,8,10,2210000.0,3040000.0,"Computer Science, Software Testing, Software Engineering, Engineering, Python, AWS, Artificial Intelligence, Architecture, Backend, Cloud, Lead Generation, Aiml, ML, GCP, Microsoft Azure, Communication Skills, Cloud Platform",Software Engineer,1981,2625000.0,9.0
Senior Software Engineer,Total System,4.1,Pune,7,12,2420000.0,2670000.0,"SQL, C++, Linux, Incident Management, Windows System Administration, Change Management, Monitoring, Operational Excellence, Troubleshooting, Capacity Planning",Software Engineer,1981,2545000.0,9.5
Data Scientist,Tata Consultancy Services,3.3,"Noida, Hyderabad, Pune",5,10,1019999.0,1130000.0,"Python, Artificial Intelligence, Machine Learning, ML, Natural Language Processing",Data Scientist,11,1074999.5,7.5
Fullstack Developer,LTM,3.6,Hyderabad,6,11,1530000.0,1880000.0,"Java, Angular, Azure Cloud",Full Stack Engineer,14560,1705000.0,8.5
Java Full Stack Developer,LTM,3.6,Indore,5,8,500000.0,900000.0,"Java, Angular, Fullstack Development",Full Stack Engineer,71657313,700000.0,6.5
Software Engineer,ANZ Banking Group,3.7,Bengaluru,1,7,1110000.0,1430000.0,"DevOps, Management, Incident Management, Production Support, CD, Release Management, Kafka, Communication Skills, Continuous Integration, Process, Integration, RCA, Performance Tuning, Configuration",Software Engineer,3,1270000.0,4.0
DEM Analyst,Fujitsu Consulting India Pvt. Ltd.,3.8,Pune,2,4,409999.0,550000.0,"Customer Service, Proof Reading, User Experience Design, UX, Analytics, RPA, Incident Management, Automation, Powershell, Service Delivery",Data Analyst,301,479999.5,3.0
Senior Software Engineer - ServiceNow,Wells Fargo International Solutions Private Ltd,3.6,Bengaluru,6,11,3220000.0,3560000.0,"Power BI, Software Testing, Software Engineering, Reporting, Coding, Servicenow, Tableau, Javascript, Communication Skills, Analytical, Data Structures, Relationship, CMDB, Framework, Debugging, KPI, Performance Analytics",Software Engineer,1981,3390000.0,8.5
Java + Capital market/Derivatives/Fixed income,LTM,3.6,"Pune, Chennai, Mumbai",5,8,630000.0,700000.0,"Java, Spring Boot, Capital Market, Derivatives, Microservices, Fixed Income",Application Developer,107,665000.0,6.5
Microsoft -Pure AI -Senior Professional,Ernst  Young,3.4,Bengaluru,4,9,1430000.0,2020000.0,"Consulting, Procurement, Analytics, Microsoft Power BI, Automation, Risk Management, Assurance, Resource Management, Team Management",Ai Ml Engineer,71688539,1725000.0,6.5
"GCP Gen AI, Vertex AI, AIML /Agent space",Tata Consultancy Services,3.3,Pune,4,8,819999.0,910000.0,"Aiml, GCP",Ai Ml Engineer,71603921,864999.5,6.0
Senior Engineer Software,Empower,4.0,Bengaluru,4,9,2510000.0,2780000.0,"Software Engineering, Architecture, Java, Technical, Java Fullstack, Programming, Investigation, Software Development, Full Stack, Leadership, Languages, Communication Skills, Agile, Debugging, Code Review",Software Engineer,1981,2645000.0,6.5
React JS Developer,Tata Consultancy Services,3.3,"Hyderabad, Pune, Chennai",6,10,450000.0,500000.0,"Javascript, TypeScript",Reactjs Developer,112262,475000.0,8.0
"Analyst, Data Interchange and Development",Magna Steyr,3.8,Bengaluru,10,15,919999.0,1350000.0,"Artificial Intelligence, Information Technology, Billing, Network Engineering, EDI, Database Administration, Automotive, Analytical, System Design, HP Data Protector",Data Analyst,301,1134999.5,12.5
"AI/ML with Python, Data Science",LTM,3.6,"Noida, Chennai",5,10,910000.0,1290000.0,"Data Science, Python, Artificial Intelligence, Machine Learning, generative ai, Brokerage, Natural Language Processing, Deep Learning",Ai Ml Engineer,71603921,1100000.0,7.5
Data Scientist,LTM,3.6,"Noida, Chennai",6,11,1360000.0,1510000.0,"Python, Artificial Intelligence, Machine Learning, generative ai, Natural Language Processing, Deep Learning, Microsoft Powerapps, Microsoft Flow",Data Scientist,11,1435000.0,8.5
Canvas Model Driven Dataverse CoPilot,LTM,3.6,"Noida, Chennai",5,10,1360000.0,1510000.0,"Canvas, Powerapps, Power Platform, Microsoft Power Automate, Microsoft Powerapps, Microsoft Flow",Data Scientist,11,1435000.0,7.5
Java Developer + AWS + React JS,Tata Consultancy Services,3.3,"Pune, Chennai, Bengaluru",6,10,550000.0,610000.0,"AWS, Java, Fullstack Development",Application Developer,107,580000.0,8.0
Databricks - In person drive - 18th July (Saturday) @Hyderabad,Tata Consultancy Services,3.3,Hyderabad,5,10,700000.0,780000.0,"Data Engineering, Python, SQL, ETL, Spark, Data Bricks, Microsoft Azure, Pyspark",Software Engineer,3,740000.0,7.5
Snowflake - In person drive - 18th July (Saturday) @Hyderabad,Tata Consultancy Services,3.3,Hyderabad,5,10,700000.0,780000.0,"Data Engineering, Python, SQL, Snowflake, ETL, Data Warehousing, Streams, Data Modeling, Schema",Software Engineer,3,740000.0,7.5
